scholarship_id,scheme_name,provider,min_age,max_age,max_income,category,education_level,benefit_amount,deadline_date,application_link,documents_required,state,priority_score
151,Higher Education Scholarship 151,NGO,14,24,250000.0,General,UG,38751,2026-05-31,https://scholarships.gov.in/scheme/151,Caste Certificate; Aadhaar; Income Certificate,Maharashtra,0.162
152,Higher Education Scholarship 152,State Govt,12,29,800000.0,OBC,PG,12996,2026-06-05,https://scholarships.gov.in/scheme/152,Aadhaar; Marksheet,Delhi,0.058
153,Merit Scholarship 153,NGO,11,16,100000.0,ST,UG,58425,2026-05-22,https://scholarships.gov.in/scheme/153,Marksheet; Aadhaar; Bank Details; Income Certificate,Tamil Nadu,0.242
154,Minority Scholarship 154,State Govt,17,24,250000.0,All,UG,62725,2026-04-19,https://scholarships.gov.in/scheme/154,Marksheet; Income Certificate; Bank Details,Karnataka,0.273
155,Merit Scholarship 155,Private Trust,13,28,350000.0,All,UG,89349,2026-04-19,https://scholarships.gov.in/scheme/155,Income Certificate; Caste Certificate; Aadhaar; Bank Details,All India,0.38
156,Education Support Scholarship 156,Private Trust,17,21,500000.0,OBC,School,32528,2026-04-12,https://scholarships.gov.in/scheme/156,Marksheet; Aadhaar; Bank Details; Income Certificate,Tamil Nadu,0.166
157,Education Support Scholarship 157,Private Trust,16,31,350000.0,OBC,School,29253,2026-07-29,https://scholarships.gov.in/scheme/157,Bank Details; Aadhaar; Income Certificate; Marksheet,Maharashtra,0.12
158,Education Support Scholarship 158,Private Trust,17,27,500000.0,All,School,67055,2026-08-02,https://scholarships.gov.in/scheme/158,Marksheet; Income Certificate,Tamil Nadu,0.271
159,Rural Development Scholarship 159,NGO,13,24,350000.0,ST,School,75687,2026-06-30,https://scholarships.gov.in/scheme/159,Bank Details; Caste Certificate; Aadhaar,Tamil Nadu,0.307
160,Talent Scholarship 160,NGO,15,28,500000.0,OBC,PG,46700,2026-04-30,https://scholarships.gov.in/scheme/160,Aadhaar; Income Certificate,Karnataka,0.201
161,Talent Scholarship 161,Central Govt,14,19,800000.0,OBC,School,80292,2026-08-29,https://scholarships.gov.in/scheme/161,Bank Details; Aadhaar; Income Certificate; Caste Certificate,Tamil Nadu,0.324
162,Women Empowerment Scholarship 162,Central Govt,13,29,100000.0,SC,School,5000,2026-05-09,https://scholarships.gov.in/scheme/162,Marksheet; Income Certificate; Caste Certificate; Bank Details,Tamil Nadu,0.031
163,Women Empowerment Scholarship 163,Private Trust,17,26,800000.0,OBC,PG,7993,2026-09-21,https://scholarships.gov.in/scheme/163,Income Certificate; Bank Details,Delhi,0.038
164,Women Empowerment Scholarship 164,Central Govt,15,18,350000.0,General,PG,34289,2026-06-03,https://scholarships.gov.in/scheme/164,Aadhaar; Bank Details,Delhi,0.144
165,Excellence Scholarship 165,State Govt,15,21,500000.0,All,PG,21487,2026-07-26,https://scholarships.gov.in/scheme/165,Marksheet; Caste Certificate; Bank Details,Tamil Nadu,0.089
166,Talent Scholarship 166,NGO,12,22,350000.0,All,PG,5000,2026-08-14,https://scholarships.gov.in/scheme/166,Bank Details; Marksheet; Income Certificate; Aadhaar,Tamil Nadu,0.023
167,Rural Development Scholarship 167,Central Govt,16,25,250000.0,General,PG,45218,2026-06-19,https://scholarships.gov.in/scheme/167,Marksheet; Aadhaar; Caste Certificate; Income Certificate,Tamil Nadu,0.186
168,Merit Scholarship 168,NGO,15,33,100000.0,All,School,67236,2026-07-08,https://scholarships.gov.in/scheme/168,Bank Details; Caste Certificate; Marksheet,Karnataka,0.273
169,Merit Scholarship 169,State Govt,12,15,800000.0,SC,School,101299,2026-09-25,https://scholarships.gov.in/scheme/169,Bank Details; Aadhaar,Maharashtra,0.407
170,Women Empowerment Scholarship 170,Private Trust,15,20,100000.0,General,School,88588,2026-04-24,https://scholarships.gov.in/scheme/170,Bank Details; Income Certificate,Delhi,0.372
171,Post Matric Scholarship 171,Private Trust,13,31,800000.0,ST,School,95409,2026-08-25,https://scholarships.gov.in/scheme/171,Marksheet; Caste Certificate; Bank Details,Delhi,0.384
172,Merit Scholarship 172,State Govt,14,26,500000.0,SC,PG,47978,2026-07-14,https://scholarships.gov.in/scheme/172,Caste Certificate; Marksheet,Tamil Nadu,0.196
173,Merit Scholarship 173,State Govt,12,16,,SC,PG,35543,2026-04-15,https://scholarships.gov.in/scheme/173,Income Certificate; Aadhaar,Karnataka,0.171
174,Minority Scholarship 174,NGO,16,27,250000.0,All,School,27776,2026-09-24,https://scholarships.gov.in/scheme/174,Marksheet; Caste Certificate; Income Certificate,Delhi,0.113
175,Rural Development Scholarship 175,NGO,14,23,800000.0,OBC,UG,21940,2026-07-15,https://scholarships.gov.in/scheme/175,Caste Certificate; Aadhaar,All India,0.092
176,Talent Scholarship 176,NGO,10,20,250000.0,SC,PG,62807,2026-08-26,https://scholarships.gov.in/scheme/176,Caste Certificate; Income Certificate; Aadhaar,Tamil Nadu,0.254
177,Education Support Scholarship 177,Central Govt,16,20,800000.0,ST,School,51580,2026-06-06,https://scholarships.gov.in/scheme/177,Bank Details; Aadhaar; Caste Certificate,Tamil Nadu,0.235
178,Higher Education Scholarship 178,Central Govt,15,27,100000.0,ST,PG,33908,2026-08-20,https://scholarships.gov.in/scheme/178,Income Certificate; Bank Details; Caste Certificate,Maharashtra,0.138
179,Education Support Scholarship 179,Private Trust,13,17,100000.0,SC,School,42597,2026-09-02,https://scholarships.gov.in/scheme/179,Caste Certificate; Bank Details,Delhi,0.173
180,Education Support Scholarship 180,State Govt,17,29,250000.0,SC,UG,35329,2026-07-19,https://scholarships.gov.in/scheme/180,Aadhaar; Marksheet,Maharashtra,0.145
181,Talent Scholarship 181,NGO,15,19,500000.0,General,UG,51833,2026-08-06,https://scholarships.gov.in/scheme/181,Aadhaar; Caste Certificate; Marksheet,Karnataka,0.21
182,Education Support Scholarship 182,Private Trust,11,16,800000.0,SC,UG,27370,2026-07-03,https://scholarships.gov.in/scheme/182,Income Certificate; Aadhaar,Delhi,0.114
183,Rural Development Scholarship 183,Private Trust,11,30,100000.0,OBC,PG,32496,2026-04-19,https://scholarships.gov.in/scheme/183,Bank Details; Aadhaar; Income Certificate; Marksheet,Karnataka,0.152
184,Women Empowerment Scholarship 184,State Govt,14,21,100000.0,General,School,79031,2026-07-11,https://scholarships.gov.in/scheme/184,Aadhaar; Caste Certificate; Bank Details; Marksheet,Karnataka,0.32
185,Excellence Scholarship 185,Central Govt,16,32,250000.0,SC,PG,5000,2026-05-28,https://scholarships.gov.in/scheme/185,Aadhaar; Caste Certificate; Income Certificate; Bank Details,All India,0.027
186,Rural Development Scholarship 186,State Govt,16,23,250000.0,ST,UG,69908,2026-08-17,https://scholarships.gov.in/scheme/186,Aadhaar; Bank Details; Marksheet; Income Certificate,Delhi,0.283
187,Talent Scholarship 187,NGO,16,25,250000.0,ST,UG,13543,2026-07-25,https://scholarships.gov.in/scheme/187,Aadhaar; Bank Details,Maharashtra,0.058
188,Post Matric Scholarship 188,Central Govt,10,31,250000.0,OBC,School,55378,2026-09-07,https://scholarships.gov.in/scheme/188,Bank Details; Caste Certificate,Tamil Nadu,0.224
189,Talent Scholarship 189,Private Trust,15,17,100000.0,SC,UG,69102,2026-05-08,https://scholarships.gov.in/scheme/189,Caste Certificate; Aadhaar; Marksheet,Tamil Nadu,0.287
190,Education Support Scholarship 190,State Govt,13,16,250000.0,OBC,UG,67785,2026-04-15,https://scholarships.gov.in/scheme/190,Income Certificate; Caste Certificate,All India,0.275
191,Rural Development Scholarship 191,NGO,12,23,250000.0,OBC,School,71126,2026-09-11,https://scholarships.gov.in/scheme/191,Marksheet; Caste Certificate; Bank Details; Aadhaar,Delhi,0.287
192,Education Support Scholarship 192,Central Govt,13,27,500000.0,All,PG,24699,2026-04-20,https://scholarships.gov.in/scheme/192,Caste Certificate; Bank Details,All India,0.12
193,Pre Matric Scholarship 193,Private Trust,17,23,800000.0,General,UG,5000,2026-09-25,https://scholarships.gov.in/scheme/193,Bank Details; Marksheet; Caste Certificate,Maharashtra,0.022
194,Women Empowerment Scholarship 194,Central Govt,12,32,800000.0,All,PG,28433,2026-09-16,https://scholarships.gov.in/scheme/194,Income Certificate; Caste Certificate; Marksheet,Delhi,0.116
195,Minority Scholarship 195,State Govt,12,18,250000.0,SC,UG,5000,2026-04-28,https://scholarships.gov.in/scheme/195,Bank Details; Income Certificate; Caste Certificate; Aadhaar,Tamil Nadu,0.035
196,Merit Scholarship 196,Private Trust,11,26,350000.0,All,UG,19592,2026-07-21,https://scholarships.gov.in/scheme/196,Income Certificate; Caste Certificate; Aadhaar,Delhi,0.082
197,Excellence Scholarship 197,Private Trust,14,23,500000.0,ST,PG,113372,2026-07-25,https://scholarships.gov.in/scheme/197,Income Certificate; Bank Details; Aadhaar; Marksheet,Maharashtra,0.457
198,Minority Scholarship 198,NGO,13,26,250000.0,OBC,UG,43876,2026-07-14,https://scholarships.gov.in/scheme/198,Aadhaar; Marksheet,Karnataka,0.179
199,Pre Matric Scholarship 199,State Govt,17,23,800000.0,OBC,PG,16285,2026-07-06,https://scholarships.gov.in/scheme/199,Aadhaar; Marksheet; Bank Details; Income Certificate,Delhi,0.069
200,Merit Scholarship 200,Private Trust,11,21,500000.0,OBC,School,54144,2026-05-26,https://scholarships.gov.in/scheme/200,Marksheet; Bank Details,Delhi,0.224
201,Post Matric Scholarship 201,Central Govt,15,24,500000.0,OBC,UG,30121,2026-07-04,https://scholarships.gov.in/scheme/201,Caste Certificate; Income Certificate; Aadhaar,Karnataka,0.125
202,Talent Scholarship 202,Central Govt,13,15,100000.0,General,PG,25891,2026-06-07,https://scholarships.gov.in/scheme/202,Caste Certificate; Aadhaar; Bank Details,All India,0.11
203,Minority Scholarship 203,State Govt,16,25,800000.0,All,School,5000,2026-05-28,https://scholarships.gov.in/scheme/203,Bank Details; Caste Certificate,Karnataka,0.027
204,Pre Matric Scholarship 204,Central Govt,11,32,350000.0,ST,PG,82464,2026-06-01,https://scholarships.gov.in/scheme/204,Income Certificate; Aadhaar,All India,0.336
205,Women Empowerment Scholarship 205,Central Govt,11,21,800000.0,OBC,PG,33699,2026-07-04,https://scholarships.gov.in/scheme/205,Aadhaar; Income Certificate; Marksheet; Caste Certificate,Delhi,0.139
206,Higher Education Scholarship 206,State Govt,15,18,250000.0,ST,School,11573,2026-08-18,https://scholarships.gov.in/scheme/206,Marksheet; Caste Certificate; Income Certificate,Tamil Nadu,0.049
207,Merit Scholarship 207,State Govt,12,15,350000.0,OBC,UG,44840,2026-07-22,https://scholarships.gov.in/scheme/207,Marksheet; Caste Certificate; Aadhaar; Bank Details,All India,0.183
208,Women Empowerment Scholarship 208,Central Govt,12,20,800000.0,General,PG,63264,2026-07-02,https://scholarships.gov.in/scheme/208,Income Certificate; Bank Details,All India,0.257
209,Education Support Scholarship 209,Central Govt,10,22,800000.0,ST,PG,9484,2026-06-28,https://scholarships.gov.in/scheme/209,Marksheet; Income Certificate,Maharashtra,0.042
210,Excellence Scholarship 210,State Govt,10,31,800000.0,ST,PG,55500,2026-08-01,https://scholarships.gov.in/scheme/210,Marksheet; Aadhaar; Income Certificate,Delhi,0.225
211,Merit Scholarship 211,Private Trust,13,22,500000.0,All,School,117200,2026-08-24,https://scholarships.gov.in/scheme/211,Bank Details; Caste Certificate; Income Certificate,Delhi,0.472
212,Post Matric Scholarship 212,NGO,16,34,100000.0,OBC,UG,41776,2026-09-25,https://scholarships.gov.in/scheme/212,Caste Certificate; Bank Details,All India,0.169
213,Talent Scholarship 213,Central Govt,15,32,500000.0,SC,PG,18614,2026-06-22,https://scholarships.gov.in/scheme/213,Income Certificate; Aadhaar; Caste Certificate; Marksheet,Delhi,0.079
214,Post Matric Scholarship 214,Private Trust,16,19,800000.0,All,School,43192,2026-07-27,https://scholarships.gov.in/scheme/214,Bank Details; Aadhaar; Marksheet,Maharashtra,0.176
215,Merit Scholarship 215,State Govt,15,22,250000.0,All,School,29304,2026-04-13,https://scholarships.gov.in/scheme/215,Marksheet; Bank Details,Delhi,0.151
216,Merit Scholarship 216,NGO,16,24,100000.0,SC,UG,47148,2026-08-14,https://scholarships.gov.in/scheme/216,Marksheet; Aadhaar; Income Certificate,Karnataka,0.192
217,Rural Development Scholarship 217,Private Trust,11,31,100000.0,SC,UG,6682,2026-07-01,https://scholarships.gov.in/scheme/217,Income Certificate; Aadhaar; Marksheet; Caste Certificate,Karnataka,0.031
218,Minority Scholarship 218,Private Trust,13,32,800000.0,General,UG,92568,2026-08-18,https://scholarships.gov.in/scheme/218,Marksheet; Aadhaar,Tamil Nadu,0.373
219,Excellence Scholarship 219,State Govt,17,19,250000.0,General,School,5000,2026-06-16,https://scholarships.gov.in/scheme/219,Caste Certificate; Aadhaar; Bank Details,All India,0.025
220,Rural Development Scholarship 220,State Govt,10,26,250000.0,ST,UG,50229,2026-06-11,https://scholarships.gov.in/scheme/220,Income Certificate; Bank Details; Aadhaar; Caste Certificate,All India,0.207
221,Women Empowerment Scholarship 221,State Govt,10,26,800000.0,All,PG,65858,2026-07-02,https://scholarships.gov.in/scheme/221,Bank Details; Marksheet; Caste Certificate,Delhi,0.268
222,Minority Scholarship 222,NGO,17,26,800000.0,ST,UG,58701,2026-05-21,https://scholarships.gov.in/scheme/222,Income Certificate; Caste Certificate; Marksheet; Bank Details,Tamil Nadu,0.243
223,Women Empowerment Scholarship 223,Private Trust,17,22,350000.0,SC,PG,5000,2026-04-12,https://scholarships.gov.in/scheme/223,Caste Certificate; Marksheet; Bank Details,Tamil Nadu,0.056
224,Talent Scholarship 224,Central Govt,16,18,500000.0,SC,PG,12984,2026-09-03,https://scholarships.gov.in/scheme/224,Income Certificate; Aadhaar,Maharashtra,0.055
225,Talent Scholarship 225,Private Trust,12,29,100000.0,OBC,PG,49783,2026-06-26,https://scholarships.gov.in/scheme/225,Marksheet; Income Certificate; Caste Certificate,All India,0.204
226,Post Matric Scholarship 226,State Govt,10,26,250000.0,All,UG,5000,2026-08-31,https://scholarships.gov.in/scheme/226,Caste Certificate; Bank Details; Income Certificate; Aadhaar,Tamil Nadu,0.023
227,Post Matric Scholarship 227,Central Govt,11,14,350000.0,SC,PG,30120,2026-04-25,https://scholarships.gov.in/scheme/227,Caste Certificate; Aadhaar,Tamil Nadu,0.137
228,Excellence Scholarship 228,State Govt,14,21,500000.0,ST,School,37095,2026-08-20,https://scholarships.gov.in/scheme/228,Aadhaar; Marksheet; Bank Details,Karnataka,0.151
229,Rural Development Scholarship 229,Central Govt,14,27,500000.0,SC,UG,29349,2026-09-10,https://scholarships.gov.in/scheme/229,Bank Details; Marksheet; Aadhaar; Income Certificate,Delhi,0.12
230,Talent Scholarship 230,NGO,15,33,800000.0,OBC,PG,47724,2026-07-28,https://scholarships.gov.in/scheme/230,Caste Certificate; Income Certificate; Aadhaar; Bank Details,Maharashtra,0.194
231,Talent Scholarship 231,NGO,10,25,500000.0,ST,School,66092,2026-04-30,https://scholarships.gov.in/scheme/231,Aadhaar; Bank Details; Income Certificate; Caste Certificate,Tamil Nadu,0.278
232,Higher Education Scholarship 232,State Govt,10,33,500000.0,SC,UG,71713,2026-04-27,https://scholarships.gov.in/scheme/232,Marksheet; Caste Certificate; Aadhaar; Income Certificate,Tamil Nadu,0.302
233,Education Support Scholarship 233,Central Govt,15,20,500000.0,All,PG,73090,2026-06-14,https://scholarships.gov.in/scheme/233,Income Certificate; Marksheet; Aadhaar,Maharashtra,0.298
234,Talent Scholarship 234,Central Govt,17,23,100000.0,General,PG,74542,2026-05-17,https://scholarships.gov.in/scheme/234,Marksheet; Bank Details,Maharashtra,0.307
235,Women Empowerment Scholarship 235,Central Govt,15,18,350000.0,ST,School,100167,2026-08-05,https://scholarships.gov.in/scheme/235,Income Certificate; Caste Certificate; Bank Details; Aadhaar,Tamil Nadu,0.404
236,Rural Development Scholarship 236,NGO,14,25,350000.0,SC,UG,61527,2026-06-30,https://scholarships.gov.in/scheme/236,Bank Details; Caste Certificate,Tamil Nadu,0.251
237,Excellence Scholarship 237,State Govt,12,19,250000.0,SC,PG,12802,2026-05-28,https://scholarships.gov.in/scheme/237,Marksheet; Income Certificate; Bank Details; Aadhaar,Maharashtra,0.058
238,Minority Scholarship 238,State Govt,11,25,800000.0,OBC,UG,65333,2026-08-28,https://scholarships.gov.in/scheme/238,Income Certificate; Marksheet; Caste Certificate,Tamil Nadu,0.264
239,Rural Development Scholarship 239,NGO,14,29,800000.0,ST,UG,29559,2026-05-11,https://scholarships.gov.in/scheme/239,Caste Certificate; Marksheet; Bank Details; Income Certificate,Maharashtra,0.128
240,Pre Matric Scholarship 240,Private Trust,11,33,800000.0,General,School,45956,2026-04-16,https://scholarships.gov.in/scheme/240,Bank Details; Caste Certificate; Marksheet; Income Certificate,Delhi,0.21
241,Post Matric Scholarship 241,State Govt,17,22,350000.0,General,PG,10723,2026-05-29,https://scholarships.gov.in/scheme/241,Bank Details; Marksheet; Caste Certificate,All India,0.05
242,Education Support Scholarship 242,Central Govt,16,32,100000.0,General,UG,71609,2026-09-04,https://scholarships.gov.in/scheme/242,Bank Details; Marksheet; Income Certificate,All India,0.289
243,Education Support Scholarship 243,NGO,15,21,800000.0,ST,UG,5000,2026-08-31,https://scholarships.gov.in/scheme/243,Caste Certificate; Income Certificate; Marksheet; Bank Details,Karnataka,0.023
244,Education Support Scholarship 244,Central Govt,12,33,500000.0,OBC,UG,36283,2026-06-25,https://scholarships.gov.in/scheme/244,Bank Details; Aadhaar; Income Certificate,All India,0.15
245,Talent Scholarship 245,State Govt,12,26,100000.0,All,School,51237,2026-06-17,https://scholarships.gov.in/scheme/245,Caste Certificate; Marksheet,Karnataka,0.21
246,Higher Education Scholarship 246,State Govt,17,19,100000.0,All,UG,8535,2026-08-12,https://scholarships.gov.in/scheme/246,Income Certificate; Marksheet,Maharashtra,0.037
247,Merit Scholarship 247,State Govt,14,26,250000.0,SC,School,11659,2026-05-10,https://scholarships.gov.in/scheme/247,Income Certificate; Caste Certificate; Bank Details; Aadhaar,All India,0.057
248,Pre Matric Scholarship 248,Central Govt,11,17,350000.0,SC,PG,109087,2026-07-22,https://scholarships.gov.in/scheme/248,Income Certificate; Aadhaar; Caste Certificate; Bank Details,Maharashtra,0.44
249,Education Support Scholarship 249,State Govt,15,22,350000.0,General,UG,5000,2026-05-19,https://scholarships.gov.in/scheme/249,Caste Certificate; Bank Details; Income Certificate; Aadhaar,Tamil Nadu,0.028
